instance,operator,runs,calls,feasible_repairs,accepted,rejected,improved,best,vehicle_reductions,distance_improvements,prefilter_passed,prefilter_rejected,new_routes_created,exact_route_evaluations,failure_reasons_json
c101C5,ejection_chain,3,3,3,0,0,0,0,0,0,6,45,0,6,"{""time_window_prefilter"":45}"
c101C5,relocate,3,3,3,3,0,3,3,0,3,6,45,0,6,"{""relocate_candidate_budget"":3,""time_window_prefilter"":45}"
c101C5,route_elimination,3,144,0,0,144,0,0,0,0,288,0,0,3,"{""no_existing_route_insertion"":288}"
c101C5,route_merge,3,110,0,0,110,0,0,0,0,0,770,0,0,"{""time_window_prefilter"":770}"
c101C5,route_segment_destroy,3,3,3,3,0,0,0,0,0,3,0,0,3,{}
c101C5,shaw_related,3,258,258,258,0,3,3,0,3,516,0,0,0,{}
c101C5,standard,3,635,635,186,449,0,0,0,164,0,0,0,0,{}
c101C5,station_pressure,3,262,262,262,0,0,0,0,0,524,0,0,0,{}
c101C5,swap,3,3,3,0,0,0,0,0,0,9,12,0,12,"{""time_window_prefilter"":12}"
c101C5,time_window_conflict,3,247,247,247,0,0,0,0,0,494,0,0,0,{}
c101C5,two_opt_star,3,3,3,0,0,0,0,0,0,9,0,0,12,{}
c101C5,vehicle_count_aware_repair,3,2111,2111,2111,0,3,0,0,3,0,0,0,0,{}
c101C5,worst_energy_detour,3,241,241,241,0,0,0,0,0,482,0,0,0,{}
c101_21,ejection_chain,3,3,0,0,0,0,0,0,0,0,48,0,0,"{""time_window_prefilter"":48}"
c101_21,relocate,3,3,0,0,0,0,0,0,0,3,45,0,6,"{""no feasible station-insertion pattern for fixed customer order"":3,""relocate_candidate_budget"":3,""time_window_prefilter"":45}"
c101_21,route_elimination,3,21,5,5,16,5,5,5,5,133,0,0,713,"{""no_existing_route_insertion"":128}"
c101_21,route_merge,3,10,1,1,9,1,1,1,1,21,12920,0,24,"{""capacity_prefilter"":12059,""no feasible station-insertion pattern for fixed customer order"":18,""time_window_prefilter"":861}"
c101_21,route_segment_destroy,3,3,0,0,0,0,0,0,0,3,0,0,12,"{""evaluation_budget_exhausted"":3,""route_segment_exact_evaluation_budget"":3}"
c101_21,shaw_related,3,8,7,7,1,1,0,0,1,14,0,0,217,"{""candidate_rejected"":1,""time_limit_reached_during_constraint_probe"":1}"
c101_21,standard,3,15,14,14,0,10,10,0,10,0,0,0,0,{}
c101_21,station_pressure,3,6,3,3,3,2,2,2,2,12,0,0,107,"{""candidate_rejected"":3,""constraint_removal_no_existing_route_insertion"":3}"
c101_21,swap,3,3,0,0,0,0,0,0,0,0,48,0,0,"{""swap_candidate_budget"":3,""time_window_prefilter"":48}"
c101_21,time_window_conflict,3,7,7,7,0,0,0,0,0,14,0,0,228,{}
c101_21,two_opt_star,3,3,3,0,0,0,0,0,0,12,33,0,12,"{""capacity_prefilter"":3,""no feasible station-insertion pattern for fixed customer order"":3,""time_window_prefilter"":30,""two_opt_star_exact_evaluation_budget"":3}"
c101_21,vehicle_count_aware_repair,3,14,14,13,1,3,3,0,3,0,0,0,71,{}
c101_21,worst_energy_detour,3,6,5,5,1,5,5,1,5,10,0,0,125,"{""candidate_rejected"":1,""time_limit_reached_during_constraint_probe"":1}"
c104C10,ejection_chain,3,3,0,0,0,0,0,0,0,6,9,0,12,"{""no feasible station-insertion pattern for fixed customer order"":6,""time_window_prefilter"":9}"
c104C10,relocate,3,3,0,0,0,0,0,0,0,9,0,0,12,"{""no feasible station-insertion pattern for fixed customer order"":6,""relocate_exact_evaluation_budget"":3}"
c104C10,route_elimination,3,125,0,0,125,0,0,0,0,250,0,0,1389,"{""no_existing_route_insertion"":250}"
c104C10,route_merge,3,118,0,0,118,0,0,0,0,288,1128,0,288,"{""no feasible station-insertion pattern for fixed customer order"":288,""time_window_prefilter"":1128}"
c104C10,route_segment_destroy,3,3,0,0,0,0,0,0,0,3,0,0,12,"{""evaluation_budget_exhausted"":3,""route_segment_exact_evaluation_budget"":3}"
c104C10,shaw_related,3,258,258,258,0,9,6,0,9,516,0,0,468,{}
c104C10,standard,3,1656,1656,1581,75,63,14,0,62,0,0,0,0,{}
c104C10,station_pressure,3,262,262,262,0,3,3,0,3,524,0,0,71,{}
c104C10,swap,3,3,3,3,0,3,3,0,3,12,0,0,12,"{""swap_exact_evaluation_budget"":3}"
c104C10,time_window_conflict,3,247,247,247,0,3,3,0,3,494,0,0,138,{}
c104C10,two_opt_star,3,3,3,0,0,0,0,0,0,12,0,0,12,"{""no feasible station-insertion pattern for fixed customer order"":3,""two_opt_star_exact_evaluation_budget"":3}"
c104C10,vehicle_count_aware_repair,3,1101,1101,822,279,13,3,0,13,0,0,0,1385,{}
c104C10,worst_energy_detour,3,241,241,241,0,0,0,0,0,482,0,0,147,{}
c106C15,ejection_chain,3,3,3,0,0,0,0,0,0,9,21,0,12,"{""time_window_prefilter"":21}"
c106C15,relocate,3,3,3,0,0,0,0,0,0,12,24,0,12,"{""no feasible station-insertion pattern for fixed customer order"":3,""relocate_exact_evaluation_budget"":3,""time_window_prefilter"":24}"
c106C15,route_elimination,3,172,3,3,169,3,3,3,0,510,0,0,919,"{""no_existing_route_insertion"":507}"
c106C15,route_merge,3,134,0,0,134,0,0,0,0,174,4650,0,174,"{""no feasible station-insertion pattern for fixed customer order"":174,""time_window_prefilter"":4650}"
c106C15,route_segment_destroy,3,3,3,3,0,0,0,0,0,3,0,0,6,{}
c106C15,shaw_related,3,258,258,258,0,13,8,1,12,516,0,0,442,{}
c106C15,standard,3,2326,2326,2175,151,49,9,0,68,0,0,0,0,{}
c106C15,station_pressure,3,262,245,245,17,4,3,1,4,524,0,0,148,"{""candidate_rejected"":17,""constraint_removal_no_existing_route_insertion"":17}"
c106C15,swap,3,3,0,0,0,0,0,0,0,0,48,0,0,"{""swap_candidate_budget"":3,""time_window_prefilter"":48}"
c106C15,time_window_conflict,3,247,247,247,0,5,2,0,5,494,0,0,201,{}
c106C15,two_opt_star,3,3,0,0,0,0,0,0,0,0,48,0,0,"{""time_window_prefilter"":48,""two_opt_star_candidate_budget"":3}"
c106C15,vehicle_count_aware_repair,3,368,368,109,259,7,1,0,7,0,0,10,676,{}
c106C15,worst_energy_detour,3,241,241,241,0,8,3,1,8,482,0,0,160,{}
r101_21,ejection_chain,3,3,0,0,0,0,0,0,0,0,48,0,0,"{""time_window_prefilter"":48}"
r101_21,relocate,3,3,3,0,0,0,0,0,0,6,45,0,6,"{""relocate_candidate_budget"":3,""time_window_prefilter"":45}"
r101_21,route_elimination,3,26,8,8,18,8,5,8,8,159,0,0,193,"{""no_existing_route_insertion"":151}"
r101_21,route_merge,3,23,6,6,17,6,6,6,6,149,57845,0,286,"{""capacity_prefilter"":3958,""no feasible station-insertion pattern for fixed customer order"":49,""time_window_prefilter"":53887}"
r101_21,route_segment_destroy,3,3,0,0,0,0,0,0,0,3,0,0,12,"{""evaluation_budget_exhausted"":3,""route_segment_exact_evaluation_budget"":3}"
r101_21,shaw_related,3,9,7,7,2,1,1,1,1,18,0,0,727,"{""candidate_rejected"":2,""constraint_removal_no_existing_route_insertion"":2}"
r101_21,standard,3,19,16,9,7,3,3,0,4,0,0,0,0,{}
r101_21,station_pressure,3,9,4,4,5,4,4,4,4,18,0,0,266,"{""candidate_rejected"":5,""constraint_removal_no_existing_route_insertion"":5}"
r101_21,swap,3,3,3,0,0,0,0,0,0,12,30,0,12,"{""swap_exact_evaluation_budget"":3,""time_window_prefilter"":30}"
r101_21,time_window_conflict,3,8,8,8,0,1,0,0,1,16,0,0,386,{}
r101_21,two_opt_star,3,3,3,0,0,0,0,0,0,12,12,0,12,"{""time_window_prefilter"":12,""two_opt_star_exact_evaluation_budget"":3}"
r101_21,vehicle_count_aware_repair,3,15,15,15,0,5,2,5,5,0,0,0,27,{}
r101_21,worst_energy_detour,3,8,8,8,0,7,5,4,7,16,0,0,430,{}
r103C10,ejection_chain,3,3,3,0,0,0,0,0,0,15,15,0,12,"{""ejection_chain_exact_evaluation_budget"":3,""time_window_prefilter"":15}"
r103C10,relocate,3,3,3,0,0,0,0,0,0,12,36,0,12,"{""relocate_exact_evaluation_budget"":3,""time_window_prefilter"":36}"
r103C10,route_elimination,3,126,3,3,123,3,3,3,0,252,0,0,351,"{""no_existing_route_insertion"":249}"
r103C10,route_merge,3,101,0,0,101,0,0,0,0,0,1212,0,0,"{""time_window_prefilter"":1212}"
r103C10,route_segment_destroy,3,3,0,0,0,0,0,0,0,3,0,0,12,"{""evaluation_budget_exhausted"":3,""route_segment_exact_evaluation_budget"":3}"
r103C10,shaw_related,3,258,235,235,23,0,0,0,0,516,0,0,56,"{""candidate_rejected"":23,""constraint_removal_no_existing_route_insertion"":23}"
