instance,operator,runs,calls,feasible_repairs,accepted,rejected,improved,best,vehicle_reductions,distance_improvements,prefilter_passed,prefilter_rejected,new_routes_created,exact_route_evaluations,failure_reasons_json
c101C5,ejection_chain,3,3,3,0,0,0,0,0,0,6,45,0,6,"{""time_window_prefilter"":45}"
c101C5,relocate,3,3,3,3,0,3,3,0,3,6,45,0,6,"{""relocate_candidate_budget"":3,""time_window_prefilter"":45}"
c101C5,route_elimination,3,144,0,0,144,0,0,0,0,288,0,0,3,"{""no_existing_route_insertion"":288}"
c101C5,route_merge,3,110,0,0,110,0,0,0,0,0,770,0,0,"{""time_window_prefilter"":770}"
c101C5,route_segment_destroy,3,3,3,3,0,0,0,0,0,3,0,0,3,{}
c101C5,shaw_related,3,258,258,258,0,3,3,0,3,516,0,0,0,{}
c101C5,standard,3,635,635,186,449,0,0,0,164,0,0,0,0,{}
c101C5,station_pressure,3,262,262,262,0,0,0,0,0,524,0,0,0,{}
c101C5,swap,3,3,3,0,0,0,0,0,0,9,12,0,12,"{""time_window_prefilter"":12}"
c101C5,time_window_conflict,3,247,247,247,0,0,0,0,0,494,0,0,0,{}
c101C5,two_opt_star,3,3,3,0,0,0,0,0,0,9,0,0,12,{}
c101C5,vehicle_count_aware_repair,3,2111,2111,2111,0,3,0,0,3,0,0,0,0,{}
c101C5,worst_energy_detour,3,241,241,241,0,0,0,0,0,482,0,0,0,{}
c101_21,ejection_chain,3,3,0,0,0,0,0,0,0,0,48,0,0,"{""time_window_prefilter"":48}"
c101_21,relocate,3,3,0,0,0,0,0,0,0,3,45,0,6,"{""no feasible station-insertion pattern for fixed customer order"":3,""relocate_candidate_budget"":3,""time_window_prefilter"":45}"
c101_21,route_elimination,3,22,5,5,17,5,5,5,5,141,0,0,731,"{""no_existing_route_insertion"":136}"
c101_21,route_merge,3,11,1,1,10,1,1,1,1,21,14152,0,24,"{""capacity_prefilter"":13229,""no feasible station-insertion pattern for fixed customer order"":18,""time_window_prefilter"":923}"
c101_21,route_segment_destroy,3,3,3,3,0,0,0,0,0,3,0,0,9,{}
c101_21,shaw_related,3,8,0,0,8,0,0,0,0,16,0,0,32,"{""candidate_rejected"":8,""evaluation_budget_exhausted"":8}"
c101_21,standard,3,19,17,17,0,10,10,0,10,0,0,0,0,{}
c101_21,station_pressure,3,7,0,0,7,0,0,0,0,14,0,0,28,"{""candidate_rejected"":7,""evaluation_budget_exhausted"":7}"
c101_21,swap,3,3,0,0,0,0,0,0,0,0,48,0,0,"{""swap_candidate_budget"":3,""time_window_prefilter"":48}"
c101_21,time_window_conflict,3,8,0,0,8,0,0,0,0,16,0,0,32,"{""candidate_rejected"":8,""evaluation_budget_exhausted"":8}"
c101_21,two_opt_star,3,3,3,0,0,0,0,0,0,12,33,0,12,"{""capacity_prefilter"":3,""no feasible station-insertion pattern for fixed customer order"":3,""time_window_prefilter"":30,""two_opt_star_exact_evaluation_budget"":3}"
c101_21,vehicle_count_aware_repair,3,19,19,18,1,3,3,0,3,0,0,0,79,{}
c101_21,worst_energy_detour,3,7,0,0,7,0,0,0,0,12,0,0,24,"{""candidate_rejected"":7,""evaluation_budget_exhausted"":6,""time_limit_reached_during_constraint_probe"":1}"
c104C10,ejection_chain,3,3,0,0,0,0,0,0,0,6,9,0,12,"{""no feasible station-insertion pattern for fixed customer order"":6,""time_window_prefilter"":9}"
c104C10,relocate,3,3,0,0,0,0,0,0,0,9,0,0,12,"{""no feasible station-insertion pattern for fixed customer order"":6,""relocate_exact_evaluation_budget"":3}"
c104C10,route_elimination,3,110,0,0,110,0,0,0,0,220,0,0,1021,"{""no_existing_route_insertion"":220}"
c104C10,route_merge,3,109,0,0,109,0,0,0,0,238,1070,0,238,"{""no feasible station-insertion pattern for fixed customer order"":238,""time_window_prefilter"":1070}"
c104C10,route_segment_destroy,3,3,0,0,0,0,0,0,0,3,0,0,12,"{""evaluation_budget_exhausted"":3,""route_segment_exact_evaluation_budget"":3}"
c104C10,shaw_related,3,258,134,134,124,4,4,0,4,516,0,0,547,"{""candidate_rejected"":124,""evaluation_budget_exhausted"":124}"
c104C10,standard,3,1480,1480,1419,61,56,16,0,56,0,0,0,0,{}
c104C10,station_pressure,3,262,241,241,21,3,3,0,3,524,0,0,99,"{""candidate_rejected"":21,""evaluation_budget_exhausted"":21}"
c104C10,swap,3,3,3,3,0,3,3,0,3,12,0,0,12,"{""swap_exact_evaluation_budget"":3}"
c104C10,time_window_conflict,3,247,220,220,27,4,3,0,4,494,0,0,125,"{""candidate_rejected"":27,""evaluation_budget_exhausted"":27}"
c104C10,two_opt_star,3,3,3,0,0,0,0,0,0,12,0,0,12,"{""no feasible station-insertion pattern for fixed customer order"":3,""two_opt_star_exact_evaluation_budget"":3}"
c104C10,vehicle_count_aware_repair,3,1301,1301,1027,274,11,4,0,11,0,0,0,1377,{}
c104C10,worst_energy_detour,3,241,219,219,22,0,0,0,0,482,0,0,102,"{""candidate_rejected"":22,""evaluation_budget_exhausted"":22}"
c106C15,ejection_chain,3,3,3,0,0,0,0,0,0,9,21,0,12,"{""time_window_prefilter"":21}"
c106C15,relocate,3,3,3,0,0,0,0,0,0,12,24,0,12,"{""no feasible station-insertion pattern for fixed customer order"":3,""relocate_exact_evaluation_budget"":3,""time_window_prefilter"":24}"
c106C15,route_elimination,3,176,3,3,173,3,3,3,0,522,0,0,870,"{""no_existing_route_insertion"":519}"
c106C15,route_merge,3,146,0,0,146,0,0,0,0,104,5152,0,104,"{""no feasible station-insertion pattern for fixed customer order"":104,""time_window_prefilter"":5152}"
c106C15,route_segment_destroy,3,3,3,3,0,0,0,0,0,3,0,0,6,{}
c106C15,shaw_related,3,258,201,201,57,6,3,1,5,516,0,0,313,"{""candidate_rejected"":57,""evaluation_budget_exhausted"":57}"
c106C15,standard,3,2261,2261,2063,198,47,11,0,63,0,0,0,0,{}
c106C15,station_pressure,3,262,209,209,53,5,4,2,5,524,0,0,95,"{""candidate_rejected"":53,""constraint_removal_no_existing_route_insertion"":38,""evaluation_budget_exhausted"":15}"
c106C15,swap,3,3,0,0,0,0,0,0,0,0,48,0,0,"{""swap_candidate_budget"":3,""time_window_prefilter"":48}"
c106C15,time_window_conflict,3,247,229,229,18,2,0,0,2,494,0,0,103,"{""candidate_rejected"":18,""evaluation_budget_exhausted"":18}"
c106C15,two_opt_star,3,3,0,0,0,0,0,0,0,0,48,0,0,"{""time_window_prefilter"":48,""two_opt_star_candidate_budget"":3}"
c106C15,vehicle_count_aware_repair,3,417,417,132,285,6,2,0,6,0,0,5,689,{}
c106C15,worst_energy_detour,3,241,229,229,12,0,0,0,0,482,0,0,79,"{""candidate_rejected"":12,""evaluation_budget_exhausted"":12}"
r101_21,ejection_chain,3,3,0,0,0,0,0,0,0,0,48,0,0,"{""time_window_prefilter"":48}"
r101_21,relocate,3,3,3,0,0,0,0,0,0,6,45,0,6,"{""relocate_candidate_budget"":3,""time_window_prefilter"":45}"
r101_21,route_elimination,3,34,10,10,24,10,10,10,10,205,0,0,229,"{""no_existing_route_insertion"":195}"
r101_21,route_merge,3,30,4,4,26,4,4,4,4,122,73810,0,236,"{""capacity_prefilter"":5331,""no feasible station-insertion pattern for fixed customer order"":38,""time_window_prefilter"":68479}"
r101_21,route_segment_destroy,3,3,0,0,0,0,0,0,0,3,0,0,12,"{""evaluation_budget_exhausted"":3,""route_segment_exact_evaluation_budget"":3}"
r101_21,shaw_related,3,12,0,0,12,0,0,0,0,24,0,0,48,"{""candidate_rejected"":12,""evaluation_budget_exhausted"":12}"
r101_21,standard,3,30,27,17,10,4,3,0,7,0,0,0,0,{}
r101_21,station_pressure,3,11,0,0,11,0,0,0,0,22,0,0,44,"{""candidate_rejected"":11,""evaluation_budget_exhausted"":11}"
r101_21,swap,3,3,3,0,0,0,0,0,0,12,30,0,12,"{""swap_exact_evaluation_budget"":3,""time_window_prefilter"":30}"
r101_21,time_window_conflict,3,10,0,0,10,0,0,0,0,20,0,0,40,"{""candidate_rejected"":10,""evaluation_budget_exhausted"":10}"
r101_21,two_opt_star,3,3,3,0,0,0,0,0,0,12,12,0,12,"{""time_window_prefilter"":12,""two_opt_star_exact_evaluation_budget"":3}"
r101_21,vehicle_count_aware_repair,3,41,41,40,1,6,5,5,6,0,0,0,120,{}
r101_21,worst_energy_detour,3,18,0,0,18,0,0,0,0,36,0,0,72,"{""candidate_rejected"":18,""evaluation_budget_exhausted"":18}"
r103C10,ejection_chain,3,3,3,0,0,0,0,0,0,15,15,0,12,"{""ejection_chain_exact_evaluation_budget"":3,""time_window_prefilter"":15}"
r103C10,relocate,3,3,3,0,0,0,0,0,0,12,36,0,12,"{""relocate_exact_evaluation_budget"":3,""time_window_prefilter"":36}"
