instance,operator,runs,calls,feasible_repairs,accepted,rejected,improved,best,vehicle_reductions,distance_improvements,prefilter_passed,prefilter_rejected,new_routes_created,exact_route_evaluations,failure_reasons_json
c101C5,ejection_chain,3,3,3,0,0,0,0,0,0,6,21,0,6,"{""time_window_prefilter"":21}"
c101C5,relocate,3,3,3,3,0,3,3,0,3,6,45,0,6,"{""relocate_candidate_budget"":3,""time_window_prefilter"":45}"
c101C5,route_elimination,3,144,0,0,144,0,0,0,0,288,0,0,3,"{""no_existing_route_insertion"":288}"
c101C5,route_merge,3,110,0,0,110,0,0,0,0,0,770,0,0,"{""time_window_prefilter"":770}"
c101C5,route_segment_destroy,3,3,0,0,0,0,0,0,0,6,0,0,12,"{""evaluation_budget_exhausted"":3,""route_segment_no_change"":3}"
c101C5,shaw_related,3,258,3,3,255,3,3,0,3,516,0,0,8,"{""candidate_rejected"":255,""constraint_removal_no_change"":255}"
c101C5,standard,3,635,635,186,449,0,0,0,164,0,0,0,0,{}
c101C5,station_pressure,3,262,0,0,262,0,0,0,0,524,0,0,3,"{""candidate_rejected"":262,""constraint_removal_no_change"":262}"
c101C5,swap,3,3,3,0,0,0,0,0,0,9,12,0,6,"{""swap_exact_evaluation_budget"":3,""time_window_prefilter"":12}"
c101C5,time_window_conflict,3,247,0,0,247,0,0,0,0,494,0,0,0,"{""candidate_rejected"":247,""constraint_removal_no_change"":247}"
c101C5,two_opt_star,3,3,3,0,0,0,0,0,0,9,0,0,6,"{""two_opt_star_exact_evaluation_budget"":3}"
c101C5,vehicle_count_aware_repair,3,2111,2111,2111,0,3,0,0,3,0,0,0,0,{}
c101C5,vehicle_reduction_refinement,3,0,0,0,0,0,0,0,0,0,0,0,0,{}
c101C5,worst_energy_detour,3,241,0,0,241,0,0,0,0,482,0,0,0,"{""candidate_rejected"":241,""constraint_removal_no_change"":241}"
c101_21,ejection_chain,3,3,0,0,0,0,0,0,0,0,48,0,0,"{""time_window_prefilter"":48}"
c101_21,relocate,3,3,0,0,0,0,0,0,0,3,45,0,6,"{""no feasible station-insertion pattern for fixed customer order"":3,""relocate_candidate_budget"":3,""time_window_prefilter"":45}"
c101_21,route_elimination,3,17,6,6,11,6,6,6,6,94,0,0,653,"{""no_existing_route_insertion"":88}"
c101_21,route_merge,3,11,0,0,11,0,0,0,0,20,14152,0,20,"{""capacity_prefilter"":12969,""no feasible station-insertion pattern for fixed customer order"":20,""time_window_prefilter"":1183}"
c101_21,route_segment_destroy,3,3,0,0,0,0,0,0,0,3,0,0,12,"{""evaluation_budget_exhausted"":3,""route_segment_exact_evaluation_budget"":3}"
c101_21,shaw_related,3,7,0,0,7,0,0,0,0,14,0,0,0,"{""candidate_rejected"":7,""constraint_removal_budget_exhausted_before_repair"":7}"
c101_21,standard,3,23,23,18,5,7,7,0,7,0,0,0,0,"{""time_limit_reached_during_neighborhood"":5}"
c101_21,station_pressure,3,6,0,0,6,0,0,0,0,12,0,0,0,"{""candidate_rejected"":6,""constraint_removal_budget_exhausted_before_repair"":6}"
c101_21,swap,3,3,0,0,0,0,0,0,0,0,48,0,0,"{""swap_candidate_budget"":3,""time_window_prefilter"":48}"
c101_21,time_window_conflict,3,8,0,0,8,0,0,0,0,16,0,0,0,"{""candidate_rejected"":8,""constraint_removal_budget_exhausted_before_repair"":8}"
c101_21,two_opt_star,3,3,3,0,0,0,0,0,0,9,6,0,6,"{""time_window_prefilter"":6,""two_opt_star_exact_evaluation_budget"":3}"
c101_21,vehicle_count_aware_repair,3,11,11,9,2,0,0,0,0,0,0,0,71,"{""time_limit_reached_during_neighborhood"":1}"
c101_21,vehicle_reduction_refinement,3,6,6,6,0,6,0,0,6,6,0,0,36,{}
c101_21,worst_energy_detour,3,6,0,0,6,0,0,0,0,12,0,0,0,"{""candidate_rejected"":6,""constraint_removal_budget_exhausted_before_repair"":6}"
c104C10,ejection_chain,3,3,3,3,0,0,0,0,0,18,6,0,6,"{""ejection_chain_exact_evaluation_budget"":9,""no feasible station-insertion pattern for fixed customer order"":3,""time_window_prefilter"":6}"
c104C10,relocate,3,3,0,0,0,0,0,0,0,6,0,0,6,"{""no feasible station-insertion pattern for fixed customer order"":3,""relocate_exact_evaluation_budget"":3}"
c104C10,route_elimination,3,116,0,0,116,0,0,0,0,232,0,0,1095,"{""no_existing_route_insertion"":232}"
c104C10,route_merge,3,120,0,0,120,0,0,0,0,280,1160,0,280,"{""no feasible station-insertion pattern for fixed customer order"":280,""time_window_prefilter"":1160}"
c104C10,route_segment_destroy,3,3,0,0,0,0,0,0,0,3,0,0,12,"{""evaluation_budget_exhausted"":3,""route_segment_exact_evaluation_budget"":3}"
c104C10,shaw_related,3,258,14,14,244,3,3,0,3,516,0,0,705,"{""candidate_rejected"":244,""constraint_removal_no_change"":80,""evaluation_budget_exhausted"":164}"
c104C10,standard,3,1624,1624,1553,71,55,14,0,55,0,0,0,0,{}
c104C10,station_pressure,3,262,1,1,261,1,0,0,1,524,0,0,179,"{""candidate_rejected"":261,""constraint_removal_no_change"":220,""evaluation_budget_exhausted"":41}"
c104C10,swap,3,3,3,0,0,0,0,0,0,9,0,0,6,"{""swap_exact_evaluation_budget"":3}"
c104C10,time_window_conflict,3,247,35,35,212,5,4,0,5,494,0,0,226,"{""candidate_rejected"":212,""constraint_removal_no_change"":161,""evaluation_budget_exhausted"":51}"
c104C10,two_opt_star,3,3,3,0,0,0,0,0,0,9,0,0,6,"{""two_opt_star_exact_evaluation_budget"":3}"
c104C10,vehicle_count_aware_repair,3,1140,1140,848,292,16,5,0,16,0,0,0,1499,{}
c104C10,vehicle_reduction_refinement,3,0,0,0,0,0,0,0,0,0,0,0,0,{}
c104C10,worst_energy_detour,3,241,10,10,231,3,3,0,3,482,0,0,143,"{""candidate_rejected"":231,""constraint_removal_no_change"":201,""evaluation_budget_exhausted"":30}"
c106C15,ejection_chain,3,3,3,0,0,0,0,0,0,6,9,0,6,"{""time_window_prefilter"":9}"
