instance,operator,runs,calls,feasible_repairs,accepted,rejected,improved,best,vehicle_reductions,distance_improvements,prefilter_passed,prefilter_rejected,new_routes_created,exact_route_evaluations,failure_reasons_json
c101C5,ejection_chain,3,82,82,0,79,0,0,0,0,796,6918,0,1428,"{""time_window_prefilter"":6918}"
c101C5,relocate,3,98,98,6,92,6,3,0,6,196,1565,0,196,"{""relocate_candidate_budget"":3,""time_window_prefilter"":1565}"
c101C5,route_elimination,3,64,0,0,64,0,0,0,0,128,0,0,3,"{""no_existing_route_insertion"":128}"
c101C5,route_merge,3,85,0,0,85,0,0,0,0,0,595,0,0,"{""time_window_prefilter"":595}"
c101C5,route_segment_destroy,3,1096,1096,1096,0,0,0,0,0,1096,0,0,3,{}
c101C5,shaw_related,3,747,747,747,0,3,3,0,3,1494,0,0,0,{}
c101C5,standard,3,333,333,94,239,0,0,0,104,0,0,0,0,{}
c101C5,station_pressure,3,757,757,757,0,0,0,0,0,1514,0,0,0,{}
c101C5,swap,3,88,88,0,85,0,0,0,0,264,352,0,352,"{""time_window_prefilter"":352}"
c101C5,time_window_conflict,3,758,758,758,0,0,0,0,0,1516,0,0,0,{}
c101C5,two_opt_star,3,90,90,0,87,0,0,0,0,270,0,0,360,{}
c101C5,vehicle_count_aware_repair,3,1079,1079,1079,0,0,0,0,0,0,0,0,0,{}
c101C5,worst_energy_detour,3,738,738,738,0,0,0,0,0,1476,0,0,0,{}
c101_21,ejection_chain,3,11,8,4,4,4,3,0,4,24,800,0,32,"{""capacity_prefilter"":196,""no feasible station-insertion pattern for fixed customer order"":8,""time_window_prefilter"":604}"
c101_21,relocate,3,12,8,4,5,4,3,0,4,49,1735,0,82,"{""capacity_prefilter"":640,""no feasible station-insertion pattern for fixed customer order"":20,""relocate_candidate_budget"":12,""time_window_prefilter"":1095}"
c101_21,route_elimination,3,11,5,5,6,5,5,5,4,53,0,0,500,"{""no_existing_route_insertion"":48}"
c101_21,route_merge,3,6,1,1,5,1,1,1,1,17,8120,0,20,"{""capacity_prefilter"":7166,""no feasible station-insertion pattern for fixed customer order"":14,""time_window_prefilter"":954}"
c101_21,route_segment_destroy,3,6,3,3,0,0,0,0,0,6,0,0,18,"{""evaluation_budget_exhausted"":3,""route_segment_exact_evaluation_budget"":3}"
c101_21,shaw_related,3,15,12,12,3,3,1,0,3,26,0,1,731,"{""candidate_rejected"":3,""evaluation_budget_exhausted"":1,""time_limit_reached_during_constraint_probe"":2}"
c101_21,standard,3,3,2,2,0,2,0,0,2,0,0,0,0,{}
c101_21,station_pressure,3,13,13,12,1,4,3,3,4,26,0,20,717,"{""candidate_rejected"":1}"
c101_21,swap,3,8,5,0,5,0,0,0,0,20,993,0,30,"{""capacity_prefilter"":25,""no feasible station-insertion pattern for fixed customer order"":10,""swap_candidate_budget"":8,""time_window_prefilter"":968}"
c101_21,time_window_conflict,3,11,11,11,0,4,0,0,4,22,0,0,587,{}
c101_21,two_opt_star,3,9,9,1,5,1,1,0,1,86,733,0,148,"{""capacity_prefilter"":188,""no feasible station-insertion pattern for fixed customer order"":56,""time_window_prefilter"":545,""two_opt_star_candidate_budget"":6,""two_opt_star_exact_evaluation_budget"":3}"
c101_21,vehicle_count_aware_repair,3,7,7,7,0,3,3,0,3,0,0,0,39,{}
c101_21,worst_energy_detour,3,18,18,18,0,15,10,2,14,36,0,0,912,{}
c104C10,ejection_chain,3,91,88,0,88,0,0,0,0,1456,373,0,2124,"{""ejection_chain_exact_evaluation_budget"":92,""no feasible station-insertion pattern for fixed customer order"":851,""time_window_prefilter"":373}"
