stage_id,component,run_label,attempt_or_rerun,canonical_run_label,legacy_run_label,scope,instance,seed,instance_scope,seed_scope,artifact_type,artifact_status,canonical_path,legacy_path,run_status,failure_reason,validator_status,raw_review_status,trusted_review_status,raw_to_summary_status,checksum,checksum_source,source_hash,configuration_hash,instance_hash,environment_hash,stage00_manifest_hash,repository_revision,repository_dirty,reference_repositories,comparison_baseline,supersedes,legacy_path_mapping,storage_policy_version,storage_format,compression,retention_class,evidence_completeness,schema_fingerprint,row_count,byte_size,policy_compliance
stage03.1,screening,stage03.1_screening_attempt01,attempt01,stage03.1_screening_attempt01,stage031_cheap_screening_smoke01,smoke,__all__,__all__,"[""c101C5"", ""r105C5"", ""rc105C5"", ""c101_21"", ""r101_21"", ""rc101_21""]","[2014, 2015, 2016]",environment,verified_legacy,results/stage03.1_screening_attempt01/control/stage03.1_screening_attempt01_environment.json,results/stage031-cheap-screening_smoke01/environment.json,feasible,,not_verified,not_present,not_applicable,not_published,0451b8ca55b873d4d25f4b7547550b71091c17d5e6d74bad3e5fe940bb022a7f,raw_manifest,1fa977d05817b402c279b2546069578175e3b4531c53b435c0d41f712d5d8904,e1840ebd3945bac63a1a1db5e13438dc2d1aad0b75fff316f3a4685d50583551,,,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,9a409f8b62a7fe04b4083ef0a7784b7de3c783a6,False,"{""VRP-EVRP-Project-Hub"": {""dirty"": false, ""path"": ""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/VRP-EVRP-Project-Hub"", ""revision"": ""e3a890065105f978187e532642c4442522215e02""}, ""py-ga-VRPTW"": {""dirty"": false, ""path"": ""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/py-ga-VRPTW"", ""revision"": ""8e005caaaf6471a4505588d88c7f0f5e0d4ebffa""}}",stage03.0_measurement_attempt05,,preserve;see stage03_legacy_path_map.csv,legacy,legacy_json_or_jsonl,none,legacy,legacy_unknown,,,9784,legacy_compatible
stage03.1,screening,stage03.1_screening_attempt01,attempt01,stage03.1_screening_attempt01,stage031_cheap_screening_smoke01,smoke,c101C5,2014,"[""c101C5"", ""r105C5"", ""rc105C5"", ""c101_21"", ""r101_21"", ""rc101_21""]","[2014, 2015, 2016]",environment,verified_legacy,results/stage03.1_screening_attempt01/c101C5/2014/stage03.1_screening_attempt01_environment_c101C5_2014.json,results/stage031-cheap-screening_smoke01/environments/c101C5-alns_stage02_constraint_guided-2014.json,feasible,,not_verified,not_present,not_applicable,not_published,223b49f675fd5ee839de6aa32a3212e84bb0206392ac7fe4b741a30e1a4a8901,raw_manifest,1fa977d05817b402c279b2546069578175e3b4531c53b435c0d41f712d5d8904,e1840ebd3945bac63a1a1db5e13438dc2d1aad0b75fff316f3a4685d50583551,8612d6d9aad051776097a5e50c7408f39352b8107b0639d58e5eda713f9ff876,e177b8e5ab88cc50a856e4c60b70ba3f218483cc20cf0420cd9325530ea8b108,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,9a409f8b62a7fe04b4083ef0a7784b7de3c783a6,False,"{""VRP-EVRP-Project-Hub"": {""dirty"": false, ""path"": ""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/VRP-EVRP-Project-Hub"", ""revision"": ""e3a890065105f978187e532642c4442522215e02""}, ""py-ga-VRPTW"": {""dirty"": false, ""path"": ""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/py-ga-VRPTW"", ""revision"": ""8e005caaaf6471a4505588d88c7f0f5e0d4ebffa""}}",stage03.0_measurement_attempt05,,preserve;see stage03_legacy_path_map.csv,legacy,legacy_json_or_jsonl,none,legacy,legacy_unknown,,,2715,legacy_compatible
stage03.1,screening,stage03.1_screening_attempt01,attempt01,stage03.1_screening_attempt01,stage031_cheap_screening_smoke01,smoke,c101C5,2015,"[""c101C5"", ""r105C5"", ""rc105C5"", ""c101_21"", ""r101_21"", ""rc101_21""]","[2014, 2015, 2016]",environment,verified_legacy,results/stage03.1_screening_attempt01/c101C5/2015/stage03.1_screening_attempt01_environment_c101C5_2015.json,results/stage031-cheap-screening_smoke01/environments/c101C5-alns_stage02_constraint_guided-2015.json,feasible,,not_verified,not_present,not_applicable,not_published,301db3618029d8d09e476cf0179a9e97f6bcb26cb456e0188cd3e42bb9ed5506,raw_manifest,1fa977d05817b402c279b2546069578175e3b4531c53b435c0d41f712d5d8904,e1840ebd3945bac63a1a1db5e13438dc2d1aad0b75fff316f3a4685d50583551,8612d6d9aad051776097a5e50c7408f39352b8107b0639d58e5eda713f9ff876,d9d9a539edbdf58ed34cdc271e830a5db4bce418daf03a506cfbd116bc7a1200,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,9a409f8b62a7fe04b4083ef0a7784b7de3c783a6,False,"{""VRP-EVRP-Project-Hub"": {""dirty"": false, ""path"": ""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/VRP-EVRP-Project-Hub"", ""revision"": ""e3a890065105f978187e532642c4442522215e02""}, ""py-ga-VRPTW"": {""dirty"": false, ""path"": ""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/py-ga-VRPTW"", ""revision"": ""8e005caaaf6471a4505588d88c7f0f5e0d4ebffa""}}",stage03.0_measurement_attempt05,,preserve;see stage03_legacy_path_map.csv,legacy,legacy_json_or_jsonl,none,legacy,legacy_unknown,,,2716,legacy_compatible
stage03.1,screening,stage03.1_screening_attempt01,attempt01,stage03.1_screening_attempt01,stage031_cheap_screening_smoke01,smoke,c101C5,2016,"[""c101C5"", ""r105C5"", ""rc105C5"", ""c101_21"", ""r101_21"", ""rc101_21""]","[2014, 2015, 2016]",environment,verified_legacy,results/stage03.1_screening_attempt01/c101C5/2016/stage03.1_screening_attempt01_environment_c101C5_2016.json,results/stage031-cheap-screening_smoke01/environments/c101C5-alns_stage02_constraint_guided-2016.json,feasible,,not_verified,not_present,not_applicable,not_published,34cf89d2ba6ab51d5fa13cce067fe95d9082e0134c73de2d3e58a18e9be0f2cc,raw_manifest,1fa977d05817b402c279b2546069578175e3b4531c53b435c0d41f712d5d8904,e1840ebd3945bac63a1a1db5e13438dc2d1aad0b75fff316f3a4685d50583551,8612d6d9aad051776097a5e50c7408f39352b8107b0639d58e5eda713f9ff876,8ae58b7ef980f22621db707f8da0202d737fe2dcdbe7f88fb31ca865166be895,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,9a409f8b62a7fe04b4083ef0a7784b7de3c783a6,False,"{""VRP-EVRP-Project-Hub"": {""dirty"": false, ""path"": ""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/VRP-EVRP-Project-Hub"", ""revision"": ""e3a890065105f978187e532642c4442522215e02""}, ""py-ga-VRPTW"": {""dirty"": false, ""path"": ""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/py-ga-VRPTW"", ""revision"": ""8e005caaaf6471a4505588d88c7f0f5e0d4ebffa""}}",stage03.0_measurement_attempt05,,preserve;see stage03_legacy_path_map.csv,legacy,legacy_json_or_jsonl,none,legacy,legacy_unknown,,,2716,legacy_compatible
stage03.1,screening,stage03.1_screening_attempt01,attempt01,stage03.1_screening_attempt01,stage031_cheap_screening_smoke01,smoke,c101_21,2014,"[""c101C5"", ""r105C5"", ""rc105C5"", ""c101_21"", ""r101_21"", ""rc101_21""]","[2014, 2015, 2016]",environment,verified_legacy,results/stage03.1_screening_attempt01/c101_21/2014/stage03.1_screening_attempt01_environment_c101_21_2014.json,results/stage031-cheap-screening_smoke01/environments/c101_21-alns_stage02_constraint_guided-2014.json,feasible,,not_verified,not_present,not_applicable,not_published,f938c72351812f6f57dbc81b8a52332fd0813a0dfca5a110ed109612a5dea636,raw_manifest,1fa977d05817b402c279b2546069578175e3b4531c53b435c0d41f712d5d8904,e1840ebd3945bac63a1a1db5e13438dc2d1aad0b75fff316f3a4685d50583551,c5cda6ca63a7d518902cf4b02d98b4aa0f373aaa0658d5c666d1c46d38871cb9,a091529c79245d265108a5bcb196056e3055af0745cfe6f37be3753ad0709ede,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,9a409f8b62a7fe04b4083ef0a7784b7de3c783a6,False,"{""VRP-EVRP-Project-Hub"": {""dirty"": false, ""path"": ""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/VRP-EVRP-Project-Hub"", ""revision"": ""e3a890065105f978187e532642c4442522215e02""}, ""py-ga-VRPTW"": {""dirty"": false, ""path"": ""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/py-ga-VRPTW"", ""revision"": ""8e005caaaf6471a4505588d88c7f0f5e0d4ebffa""}}",stage03.0_measurement_attempt05,,preserve;see stage03_legacy_path_map.csv,legacy,legacy_json_or_jsonl,none,legacy,legacy_unknown,,,2717,legacy_compatible
stage03.1,screening,stage03.1_screening_attempt01,attempt01,stage03.1_screening_attempt01,stage031_cheap_screening_smoke01,smoke,c101_21,2015,"[""c101C5"", ""r105C5"", ""rc105C5"", ""c101_21"", ""r101_21"", ""rc101_21""]","[2014, 2015, 2016]",environment,verified_legacy,results/stage03.1_screening_attempt01/c101_21/2015/stage03.1_screening_attempt01_environment_c101_21_2015.json,results/stage031-cheap-screening_smoke01/environments/c101_21-alns_stage02_constraint_guided-2015.json,feasible,,not_verified,not_present,not_applicable,not_published,3e4b8e1bc7c0feed5e2cb0df8665303a44b959d92962be567879a82e4c13ea5c,raw_manifest,1fa977d05817b402c279b2546069578175e3b4531c53b435c0d41f712d5d8904,e1840ebd3945bac63a1a1db5e13438dc2d1aad0b75fff316f3a4685d50583551,c5cda6ca63a7d518902cf4b02d98b4aa0f373aaa0658d5c666d1c46d38871cb9,9040d6babbbeae842db4a73d4c5e2c046f37e4d41771dd90d6ff23b1cb7c1da3,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,9a409f8b62a7fe04b4083ef0a7784b7de3c783a6,False,"{""VRP-EVRP-Project-Hub"": {""dirty"": false, ""path"": ""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/VRP-EVRP-Project-Hub"", ""revision"": ""e3a890065105f978187e532642c4442522215e02""}, ""py-ga-VRPTW"": {""dirty"": false, ""path"": ""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/py-ga-VRPTW"", ""revision"": ""8e005caaaf6471a4505588d88c7f0f5e0d4ebffa""}}",stage03.0_measurement_attempt05,,preserve;see stage03_legacy_path_map.csv,legacy,legacy_json_or_jsonl,none,legacy,legacy_unknown,,,2718,legacy_compatible
stage03.1,screening,stage03.1_screening_attempt01,attempt01,stage03.1_screening_attempt01,stage031_cheap_screening_smoke01,smoke,c101_21,2016,"[""c101C5"", ""r105C5"", ""rc105C5"", ""c101_21"", ""r101_21"", ""rc101_21""]","[2014, 2015, 2016]",environment,verified_legacy,results/stage03.1_screening_attempt01/c101_21/2016/stage03.1_screening_attempt01_environment_c101_21_2016.json,results/stage031-cheap-screening_smoke01/environments/c101_21-alns_stage02_constraint_guided-2016.json,feasible,,not_verified,not_present,not_applicable,not_published,35181194f501fe7e938df25bc2d24bec880f7527aaa2429f88a8da17c40be8af,raw_manifest,1fa977d05817b402c279b2546069578175e3b4531c53b435c0d41f712d5d8904,e1840ebd3945bac63a1a1db5e13438dc2d1aad0b75fff316f3a4685d50583551,c5cda6ca63a7d518902cf4b02d98b4aa0f373aaa0658d5c666d1c46d38871cb9,18b29bffc06b4e23f55ec956ae75042987afbd4cfaeb575fdf908822703f35b2,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,9a409f8b62a7fe04b4083ef0a7784b7de3c783a6,False,"{""VRP-EVRP-Project-Hub"": {""dirty"": false, ""path"": ""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/VRP-EVRP-Project-Hub"", ""revision"": ""e3a890065105f978187e532642c4442522215e02""}, ""py-ga-VRPTW"": {""dirty"": false, ""path"": ""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/py-ga-VRPTW"", ""revision"": ""8e005caaaf6471a4505588d88c7f0f5e0d4ebffa""}}",stage03.0_measurement_attempt05,,preserve;see stage03_legacy_path_map.csv,legacy,legacy_json_or_jsonl,none,legacy,legacy_unknown,,,2718,legacy_compatible
stage03.1,screening,stage03.1_screening_attempt01,attempt01,stage03.1_screening_attempt01,stage031_cheap_screening_smoke01,smoke,r101_21,2014,"[""c101C5"", ""r105C5"", ""rc105C5"", ""c101_21"", ""r101_21"", ""rc101_21""]","[2014, 2015, 2016]",environment,verified_legacy,results/stage03.1_screening_attempt01/r101_21/2014/stage03.1_screening_attempt01_environment_r101_21_2014.json,results/stage031-cheap-screening_smoke01/environments/r101_21-alns_stage02_constraint_guided-2014.json,feasible,,not_verified,not_present,not_applicable,not_published,abc2eacd12f32827488d80cb11913c3622e97c7ce19cf3162b6cf499915b9a62,raw_manifest,1fa977d05817b402c279b2546069578175e3b4531c53b435c0d41f712d5d8904,e1840ebd3945bac63a1a1db5e13438dc2d1aad0b75fff316f3a4685d50583551,0e5a3dffffbd3c516b528ef32ba1a488b817d2f151fc3e8c81023814de1c103a,23994eb1c61dffdcc3117df981a584f085d32141a63e2910f323f5291f9bb688,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,9a409f8b62a7fe04b4083ef0a7784b7de3c783a6,False,"{""VRP-EVRP-Project-Hub"": {""dirty"": false, ""path"": ""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/VRP-EVRP-Project-Hub"", ""revision"": ""e3a890065105f978187e532642c4442522215e02""}, ""py-ga-VRPTW"": {""dirty"": false, ""path"": ""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/py-ga-VRPTW"", ""revision"": ""8e005caaaf6471a4505588d88c7f0f5e0d4ebffa""}}",stage03.0_measurement_attempt05,,preserve;see stage03_legacy_path_map.csv,legacy,legacy_json_or_jsonl,none,legacy,legacy_unknown,,,2718,legacy_compatible
stage03.1,screening,stage03.1_screening_attempt01,attempt01,stage03.1_screening_attempt01,stage031_cheap_screening_smoke01,smoke,r101_21,2015,"[""c101C5"", ""r105C5"", ""rc105C5"", ""c101_21"", ""r101_21"", ""rc101_21""]","[2014, 2015, 2016]",environment,verified_legacy,results/stage03.1_screening_attempt01/r101_21/2015/stage03.1_screening_attempt01_environment_r101_21_2015.json,results/stage031-cheap-screening_smoke01/environments/r101_21-alns_stage02_constraint_guided-2015.json,feasible,,not_verified,not_present,not_applicable,not_published,14e661221f09a8147b38a97e558cc05ecac7a25425910d9d08eb665f997461e9,raw_manifest,1fa977d05817b402c279b2546069578175e3b4531c53b435c0d41f712d5d8904,e1840ebd3945bac63a1a1db5e13438dc2d1aad0b75fff316f3a4685d50583551,0e5a3dffffbd3c516b528ef32ba1a488b817d2f151fc3e8c81023814de1c103a,da737dee24232503a65f5b918d9b768967e23c59455cf4fc5b7a9b5ad034f23c,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,9a409f8b62a7fe04b4083ef0a7784b7de3c783a6,False,"{""VRP-EVRP-Project-Hub"": {""dirty"": false, ""path"": ""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/VRP-EVRP-Project-Hub"", ""revision"": ""e3a890065105f978187e532642c4442522215e02""}, ""py-ga-VRPTW"": {""dirty"": false, ""path"": ""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/py-ga-VRPTW"", ""revision"": ""8e005caaaf6471a4505588d88c7f0f5e0d4ebffa""}}",stage03.0_measurement_attempt05,,preserve;see stage03_legacy_path_map.csv,legacy,legacy_json_or_jsonl,none,legacy,legacy_unknown,,,2718,legacy_compatible
stage03.1,screening,stage03.1_screening_attempt01,attempt01,stage03.1_screening_attempt01,stage031_cheap_screening_smoke01,smoke,r101_21,2016,"[""c101C5"", ""r105C5"", ""rc105C5"", ""c101_21"", ""r101_21"", ""rc101_21""]","[2014, 2015, 2016]",environment,verified_legacy,results/stage03.1_screening_attempt01/r101_21/2016/stage03.1_screening_attempt01_environment_r101_21_2016.json,results/stage031-cheap-screening_smoke01/environments/r101_21-alns_stage02_constraint_guided-2016.json,feasible,,not_verified,not_present,not_applicable,not_published,cd509c82a2b4136e1d94a31f8f499fc2b2a03fc3d665722fa026e4ffa231ceb2,raw_manifest,1fa977d05817b402c279b2546069578175e3b4531c53b435c0d41f712d5d8904,e1840ebd3945bac63a1a1db5e13438dc2d1aad0b75fff316f3a4685d50583551,0e5a3dffffbd3c516b528ef32ba1a488b817d2f151fc3e8c81023814de1c103a,1adf832a1101c113cec37e7784408db7071dd2daf8b8e94c283e7e9d709974a3,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,9a409f8b62a7fe04b4083ef0a7784b7de3c783a6,False,"{""VRP-EVRP-Project-Hub"": {""dirty"": false, ""path"": ""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/VRP-EVRP-Project-Hub"", ""revision"": ""e3a890065105f978187e532642c4442522215e02""}, ""py-ga-VRPTW"": {""dirty"": false, ""path"": ""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/py-ga-VRPTW"", ""revision"": ""8e005caaaf6471a4505588d88c7f0f5e0d4ebffa""}}",stage03.0_measurement_attempt05,,preserve;see stage03_legacy_path_map.csv,legacy,legacy_json_or_jsonl,none,legacy,legacy_unknown,,,2718,legacy_compatible
