stage_id,component,run_label,attempt_or_rerun,canonical_run_label,legacy_run_label,scope,instance,seed,instance_scope,seed_scope,artifact_type,artifact_status,canonical_path,legacy_path,run_status,failure_reason,validator_status,raw_review_status,trusted_review_status,raw_to_summary_status,checksum,checksum_source,source_hash,configuration_hash,instance_hash,environment_hash,stage00_manifest_hash,repository_revision,repository_dirty,reference_repositories,comparison_baseline,supersedes,legacy_path_mapping,storage_policy_version,storage_format,compression,retention_class,evidence_completeness,schema_fingerprint,row_count,byte_size,policy_compliance
stage03.4,control_parallel,stage03.4_control_parallel_attempt01,attempt01,stage03.4_control_parallel_attempt01,,smoke,__all__,__all__,"[""c101C5"",""r105C5"",""rc105C5"",""c101_21"",""r101_21"",""rc101_21""]","[2014,2015,2016]",manifest_metadata,retained_unsuccessful,results/stage03.4_control_parallel_attempt01/control/stage03.4_control_parallel_attempt01_run_metadata.json,,partial,not_present,not_verified,not_present,not_applicable,not_published,a3d63525bca2cb2178f8606ac27ddfd4fbe0ad6381fe02f2f0e5c0776335b122,artifact_manifest,6cabbbd49df5203797191662d51000bd0acb4930ac9df82ada91659e16ee0db4,92684823a55f5fda738f7fddebc8823a5f8bed86bc6063b8d7ce18d1d19530d0,,,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,e2f69d44dee76e4761a3f8c02aca34b6224740ed,False,"{""VRP-EVRP-Project-Hub"":{""dirty"":false,""path"":""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/VRP-EVRP-Project-Hub"",""revision"":""e3a890065105f978187e532642c4442522215e02""},""py-ga-VRPTW"":{""dirty"":false,""path"":""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/py-ga-VRPTW"",""revision"":""8e005caaaf6471a4505588d88c7f0f5e0d4ebffa""}}",stage03.3_exact_deadline_attempt06,,physical_current_path,artifact-storage-v1,json_control,none,control,partial,,,2460,current
stage03.4,control_parallel,stage03.4_control_parallel_attempt01,attempt01,stage03.4_control_parallel_attempt01,,smoke,__all__,__all__,"[""c101C5"",""r105C5"",""rc105C5"",""c101_21"",""r101_21"",""rc101_21""]","[2014,2015,2016]",config,retained_unsuccessful,results/stage03.4_control_parallel_attempt01/control/stage03.4_control_parallel_attempt01_config.toml,,partial,not_present,not_verified,not_present,not_applicable,not_published,92684823a55f5fda738f7fddebc8823a5f8bed86bc6063b8d7ce18d1d19530d0,artifact_manifest,6cabbbd49df5203797191662d51000bd0acb4930ac9df82ada91659e16ee0db4,92684823a55f5fda738f7fddebc8823a5f8bed86bc6063b8d7ce18d1d19530d0,,,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,e2f69d44dee76e4761a3f8c02aca34b6224740ed,False,"{""VRP-EVRP-Project-Hub"":{""dirty"":false,""path"":""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/VRP-EVRP-Project-Hub"",""revision"":""e3a890065105f978187e532642c4442522215e02""},""py-ga-VRPTW"":{""dirty"":false,""path"":""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/py-ga-VRPTW"",""revision"":""8e005caaaf6471a4505588d88c7f0f5e0d4ebffa""}}",stage03.3_exact_deadline_attempt06,,physical_current_path,artifact-storage-v1,toml_control,none,control,partial,,,1927,current
stage03.4,control_parallel,stage03.4_control_parallel_attempt01,attempt01,stage03.4_control_parallel_attempt01,,smoke,c101C5,2014,"[""c101C5"",""r105C5"",""rc105C5"",""c101_21"",""r101_21"",""rc101_21""]","[2014,2015,2016]",raw,retained_unsuccessful,results/stage03.4_control_parallel_attempt01/c101C5/2014/stage03.4_control_parallel_attempt01_raw_c101C5_2014.json,,partial,not_present,not_verified,not_present,not_applicable,not_published,e57cdcc8db2a3bbfd0a25a4f3b1bb05d03326539668a4ec15d648297e3f8e1a2,artifact_manifest,6cabbbd49df5203797191662d51000bd0acb4930ac9df82ada91659e16ee0db4,92684823a55f5fda738f7fddebc8823a5f8bed86bc6063b8d7ce18d1d19530d0,49d1af5c570b2cd1f1638d8f264d82c8b6215c80dced8fcb790dbfd336ac2f54,e5b2e15abf804fca18843c8f0ac19e31b7544cce253880ab8b863b2416e0d3c6,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,e2f69d44dee76e4761a3f8c02aca34b6224740ed,False,"{""VRP-EVRP-Project-Hub"":{""dirty"":false,""path"":""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/VRP-EVRP-Project-Hub"",""revision"":""e3a890065105f978187e532642c4442522215e02""},""py-ga-VRPTW"":{""dirty"":false,""path"":""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/py-ga-VRPTW"",""revision"":""8e005caaaf6471a4505588d88c7f0f5e0d4ebffa""}}",stage03.3_exact_deadline_attempt06,,physical_current_path,artifact-storage-v1,json,none,critical,partial,,,40128,current
stage03.4,control_parallel,stage03.4_control_parallel_attempt01,attempt01,stage03.4_control_parallel_attempt01,,smoke,c101C5,2014,"[""c101C5"",""r105C5"",""rc105C5"",""c101_21"",""r101_21"",""rc101_21""]","[2014,2015,2016]",solution,retained_unsuccessful,results/stage03.4_control_parallel_attempt01/c101C5/2014/stage03.4_control_parallel_attempt01_solution_c101C5_2014.json,,partial,not_present,not_verified,not_present,not_applicable,not_published,29a42d401ec25ce4aa78f3a1448f127a1139e0efb0959cc76e8ade99eaed129a,artifact_manifest,6cabbbd49df5203797191662d51000bd0acb4930ac9df82ada91659e16ee0db4,92684823a55f5fda738f7fddebc8823a5f8bed86bc6063b8d7ce18d1d19530d0,49d1af5c570b2cd1f1638d8f264d82c8b6215c80dced8fcb790dbfd336ac2f54,e5b2e15abf804fca18843c8f0ac19e31b7544cce253880ab8b863b2416e0d3c6,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,e2f69d44dee76e4761a3f8c02aca34b6224740ed,False,"{""VRP-EVRP-Project-Hub"":{""dirty"":false,""path"":""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/VRP-EVRP-Project-Hub"",""revision"":""e3a890065105f978187e532642c4442522215e02""},""py-ga-VRPTW"":{""dirty"":false,""path"":""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/py-ga-VRPTW"",""revision"":""8e005caaaf6471a4505588d88c7f0f5e0d4ebffa""}}",stage03.3_exact_deadline_attempt06,,physical_current_path,artifact-storage-v1,json,none,critical,partial,,,2473,current
stage03.4,control_parallel,stage03.4_control_parallel_attempt01,attempt01,stage03.4_control_parallel_attempt01,,smoke,c101C5,2014,"[""c101C5"",""r105C5"",""rc105C5"",""c101_21"",""r101_21"",""rc101_21""]","[2014,2015,2016]",environment,retained_unsuccessful,results/stage03.4_control_parallel_attempt01/c101C5/2014/stage03.4_control_parallel_attempt01_environment_c101C5_2014.json,,partial,not_present,not_verified,not_present,not_applicable,not_published,e5b2e15abf804fca18843c8f0ac19e31b7544cce253880ab8b863b2416e0d3c6,artifact_manifest,6cabbbd49df5203797191662d51000bd0acb4930ac9df82ada91659e16ee0db4,92684823a55f5fda738f7fddebc8823a5f8bed86bc6063b8d7ce18d1d19530d0,49d1af5c570b2cd1f1638d8f264d82c8b6215c80dced8fcb790dbfd336ac2f54,e5b2e15abf804fca18843c8f0ac19e31b7544cce253880ab8b863b2416e0d3c6,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,e2f69d44dee76e4761a3f8c02aca34b6224740ed,False,"{""VRP-EVRP-Project-Hub"":{""dirty"":false,""path"":""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/VRP-EVRP-Project-Hub"",""revision"":""e3a890065105f978187e532642c4442522215e02""},""py-ga-VRPTW"":{""dirty"":false,""path"":""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/py-ga-VRPTW"",""revision"":""8e005caaaf6471a4505588d88c7f0f5e0d4ebffa""}}",stage03.3_exact_deadline_attempt06,,physical_current_path,artifact-storage-v1,json_control,none,critical,partial,,,2239,current
stage03.4,control_parallel,stage03.4_control_parallel_attempt01,attempt01,stage03.4_control_parallel_attempt01,,smoke,c101C5,2014,"[""c101C5"",""r105C5"",""rc105C5"",""c101_21"",""r101_21"",""rc101_21""]","[2014,2015,2016]",route_dictionary,retained_unsuccessful,results/stage03.4_control_parallel_attempt01/c101C5/2014/stage03.4_control_parallel_attempt01_route_dictionary_c101C5_2014.parquet,,partial,not_present,not_verified,not_present,not_applicable,not_published,d4494820d94e660aeee70153274844e9cc0f381c36dd73ed0459f0f1072a3d92,artifact_manifest,6cabbbd49df5203797191662d51000bd0acb4930ac9df82ada91659e16ee0db4,92684823a55f5fda738f7fddebc8823a5f8bed86bc6063b8d7ce18d1d19530d0,49d1af5c570b2cd1f1638d8f264d82c8b6215c80dced8fcb790dbfd336ac2f54,e5b2e15abf804fca18843c8f0ac19e31b7544cce253880ab8b863b2416e0d3c6,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,e2f69d44dee76e4761a3f8c02aca34b6224740ed,False,"{""VRP-EVRP-Project-Hub"":{""dirty"":false,""path"":""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/VRP-EVRP-Project-Hub"",""revision"":""e3a890065105f978187e532642c4442522215e02""},""py-ga-VRPTW"":{""dirty"":false,""path"":""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/py-ga-VRPTW"",""revision"":""8e005caaaf6471a4505588d88c7f0f5e0d4ebffa""}}",stage03.3_exact_deadline_attempt06,,physical_current_path,artifact-storage-v1,parquet,zstd,critical,partial,005150756e3c2f9bf1ee9a6236798e8d7a8f650aeffe4ed94319ca5be98b8120,68,4928,current
stage03.4,control_parallel,stage03.4_control_parallel_attempt01,attempt01,stage03.4_control_parallel_attempt01,,smoke,c101C5,2014,"[""c101C5"",""r105C5"",""rc105C5"",""c101_21"",""r101_21"",""rc101_21""]","[2014,2015,2016]",events,retained_unsuccessful,results/stage03.4_control_parallel_attempt01/c101C5/2014/stage03.4_control_parallel_attempt01_events_c101C5_2014.parquet,,partial,not_present,not_verified,not_present,not_applicable,not_published,872d3f976c6c89c643e4aa63e22e2a9997e7c45f1a93b22e88562c6bde557fc2,artifact_manifest,6cabbbd49df5203797191662d51000bd0acb4930ac9df82ada91659e16ee0db4,92684823a55f5fda738f7fddebc8823a5f8bed86bc6063b8d7ce18d1d19530d0,49d1af5c570b2cd1f1638d8f264d82c8b6215c80dced8fcb790dbfd336ac2f54,e5b2e15abf804fca18843c8f0ac19e31b7544cce253880ab8b863b2416e0d3c6,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,e2f69d44dee76e4761a3f8c02aca34b6224740ed,False,"{""VRP-EVRP-Project-Hub"":{""dirty"":false,""path"":""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/VRP-EVRP-Project-Hub"",""revision"":""e3a890065105f978187e532642c4442522215e02""},""py-ga-VRPTW"":{""dirty"":false,""path"":""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/py-ga-VRPTW"",""revision"":""8e005caaaf6471a4505588d88c7f0f5e0d4ebffa""}}",stage03.3_exact_deadline_attempt06,,physical_current_path,artifact-storage-v1,parquet,zstd,critical,partial,e9f4a8858c2673b52b979c0cd6677cb0aa25a4beb82fe226bed5afb4c2501df8,99784,2011840,current
stage03.4,control_parallel,stage03.4_control_parallel_attempt01,attempt01,stage03.4_control_parallel_attempt01,,smoke,c101C5,2014,"[""c101C5"",""r105C5"",""rc105C5"",""c101_21"",""r101_21"",""rc101_21""]","[2014,2015,2016]",events,retained_unsuccessful,results/stage03.4_control_parallel_attempt01/c101C5/2014/stage03.4_control_parallel_attempt01_screening_checks_c101C5_2014.parquet,,partial,not_present,not_verified,not_present,not_applicable,not_published,3e2f19acb12eeec038612016650443695e155139dabcdbbf0e0dee3af40e5585,artifact_manifest,6cabbbd49df5203797191662d51000bd0acb4930ac9df82ada91659e16ee0db4,92684823a55f5fda738f7fddebc8823a5f8bed86bc6063b8d7ce18d1d19530d0,49d1af5c570b2cd1f1638d8f264d82c8b6215c80dced8fcb790dbfd336ac2f54,e5b2e15abf804fca18843c8f0ac19e31b7544cce253880ab8b863b2416e0d3c6,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,e2f69d44dee76e4761a3f8c02aca34b6224740ed,False,"{""VRP-EVRP-Project-Hub"":{""dirty"":false,""path"":""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/VRP-EVRP-Project-Hub"",""revision"":""e3a890065105f978187e532642c4442522215e02""},""py-ga-VRPTW"":{""dirty"":false,""path"":""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/py-ga-VRPTW"",""revision"":""8e005caaaf6471a4505588d88c7f0f5e0d4ebffa""}}",stage03.3_exact_deadline_attempt06,,physical_current_path,artifact-storage-v1,parquet,zstd,critical,partial,8b4d1421c399149461c0832d4cf8399279f02f779381c4fa0ffc65b52959b4cb,130520,422714,current
stage03.4,control_parallel,stage03.4_control_parallel_attempt01,attempt01,stage03.4_control_parallel_attempt01,,smoke,c101C5,2014,"[""c101C5"",""r105C5"",""rc105C5"",""c101_21"",""r101_21"",""rc101_21""]","[2014,2015,2016]",diagnostic,retained_unsuccessful,results/stage03.4_control_parallel_attempt01/c101C5/2014/stage03.4_control_parallel_attempt01_diagnostic_c101C5_2014.parquet,,partial,not_present,not_verified,not_present,not_applicable,not_published,73193ee364ea4755dce738183a1b4c3ad42309c2107a0d388c6523da0bd0bd0e,artifact_manifest,6cabbbd49df5203797191662d51000bd0acb4930ac9df82ada91659e16ee0db4,92684823a55f5fda738f7fddebc8823a5f8bed86bc6063b8d7ce18d1d19530d0,49d1af5c570b2cd1f1638d8f264d82c8b6215c80dced8fcb790dbfd336ac2f54,e5b2e15abf804fca18843c8f0ac19e31b7544cce253880ab8b863b2416e0d3c6,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,e2f69d44dee76e4761a3f8c02aca34b6224740ed,False,"{""VRP-EVRP-Project-Hub"":{""dirty"":false,""path"":""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/VRP-EVRP-Project-Hub"",""revision"":""e3a890065105f978187e532642c4442522215e02""},""py-ga-VRPTW"":{""dirty"":false,""path"":""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/py-ga-VRPTW"",""revision"":""8e005caaaf6471a4505588d88c7f0f5e0d4ebffa""}}",stage03.3_exact_deadline_attempt06,,physical_current_path,artifact-storage-v1,parquet,zstd,diagnostic,partial,ed345d8744ac61063639d35a7db48e89d0dabab9f09698e6bdfbc16f46d536e2,434,5543,current
stage03.4,control_parallel,stage03.4_control_parallel_attempt01,attempt01,stage03.4_control_parallel_attempt01,,smoke,c101C5,2014,"[""c101C5"",""r105C5"",""rc105C5"",""c101_21"",""r101_21"",""rc101_21""]","[2014,2015,2016]",trace,retained_unsuccessful,results/stage03.4_control_parallel_attempt01/c101C5/2014/stage03.4_control_parallel_attempt01_trace_c101C5_2014.json,,partial,not_present,not_verified,not_present,not_applicable,not_published,cb3eac2cfc3966de2a3a0d081a4d409f876cf49c748fabadb0d11642f6a4c146,artifact_manifest,6cabbbd49df5203797191662d51000bd0acb4930ac9df82ada91659e16ee0db4,92684823a55f5fda738f7fddebc8823a5f8bed86bc6063b8d7ce18d1d19530d0,49d1af5c570b2cd1f1638d8f264d82c8b6215c80dced8fcb790dbfd336ac2f54,e5b2e15abf804fca18843c8f0ac19e31b7544cce253880ab8b863b2416e0d3c6,b226b97e0e67288aaaf85726ad855df71cb81406685c57c8e8c40cd8996aa0da,e2f69d44dee76e4761a3f8c02aca34b6224740ed,False,"{""VRP-EVRP-Project-Hub"":{""dirty"":false,""path"":""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/VRP-EVRP-Project-Hub"",""revision"":""e3a890065105f978187e532642c4442522215e02""},""py-ga-VRPTW"":{""dirty"":false,""path"":""/Users/guoyiyang/Documents/GitHub/FURP-2026-Yiyang-GUO-EVRP-TW/reference/py-ga-VRPTW"",""revision"":""8e005caaaf6471a4505588d88c7f0f5e0d4ebffa""}}",stage03.3_exact_deadline_attempt06,,physical_current_path,artifact-storage-v1,json,none,critical,partial,,,29111,current
